DEPARTAMENTO,period,CANTIDAD
JUNIN,2020-05-01,1572
JUNIN,2020-06-01,1785
JUNIN,2020-07-01,1988
JUNIN,2020-08-01,2213
JUNIN,2020-09-01,2322
JUNIN,2020-10-01,2841
JUNIN,2020-11-01,2716
JUNIN,2020-12-01,2641
JUNIN,2021-01-01,2320
JUNIN,2021-02-01,2096
JUNIN,2021-03-01,2518
JUNIN,2021-04-01,2520
JUNIN,2021-05-01,2783
JUNIN,2021-06-01,2677
JUNIN,2021-07-01,2964
JUNIN,2021-08-01,3237
JUNIN,2021-09-01,3115
JUNIN,2021-10-01,3236
JUNIN,2021-11-01,3210
JUNIN,2021-12-01,3151
JUNIN,2022-01-01,2923
JUNIN,2022-02-01,2835
JUNIN,2022-03-01,3061
JUNIN,2022-04-01,3167
JUNIN,2022-05-01,3292
JUNIN,2022-06-01,2962
JUNIN,2022-07-01,3494
JUNIN,2022-08-01,3268
JUNIN,2022-09-01,3290
JUNIN,2022-10-01,3263
JUNIN,2022-11-01,3159
JUNIN,2022-12-01,3198
JUNIN,2023-01-01,3502
JUNIN,2023-02-01,3490
JUNIN,2023-03-01,3938
JUNIN,2023-04-01,4121
JUNIN,2023-05-01,4080
JUNIN,2023-06-01,3784
JUNIN,2023-07-01,4027
JUNIN,2023-08-01,4102
JUNIN,2023-09-01,3929
JUNIN,2023-10-01,4190
JUNIN,2023-11-01,3926
JUNIN,2023-12-01,4036
JUNIN,2024-01-01,3743
JUNIN,2024-02-01,3977
JUNIN,2024-03-01,4031
JUNIN,2024-04-01,3633
JUNIN,2024-05-01,3397
JUNIN,2024-06-01,3379
JUNIN,2024-07-01,3335
JUNIN,2024-08-01,3362
JUNIN,2024-09-01,3128
JUNIN,2024-10-01,3029
JUNIN,2024-11-01,2756
JUNIN,2024-12-01,2698
JUNIN,2025-01-01,2903
JUNIN,2025-02-01,2757
JUNIN,2025-03-01,2872
JUNIN,2025-04-01,2686
JUNIN,2025-05-01,2542
JUNIN,2025-06-01,2540
JUNIN,2025-07-01,2729
JUNIN,2025-08-01,2370
LA LIBERTAD,2019-01-01,3704
LA LIBERTAD,2019-02-01,3498
LA LIBERTAD,2019-03-01,3652
LA LIBERTAD,2019-04-01,3569
LA LIBERTAD,2019-05-01,3891
LA LIBERTAD,2019-06-01,3535
LA LIBERTAD,2019-07-01,3391
LA LIBERTAD,2019-08-01,3475
LA LIBERTAD,2019-09-01,3530
LA LIBERTAD,2019-10-01,3679
LA LIBERTAD,2019-11-01,3928
LA LIBERTAD,2019-12-01,3794
LA LIBERTAD,2020-01-01,4156
LA LIBERTAD,2020-02-01,4145
LA LIBERTAD,2020-03-01,2978
LA LIBERTAD,2020-04-01,1369
LA LIBERTAD,2020-05-01,2090
LA LIBERTAD,2020-06-01,1728
LA LIBERTAD,2020-07-01,1980
LA LIBERTAD,2020-08-01,2390
LA LIBERTAD,2020-09-01,2483
LA LIBERTAD,2020-10-01,2959
LA LIBERTAD,2020-11-01,2902
LA LIBERTAD,2020-12-01,2862
LA LIBERTAD,2021-01-01,2879
LA LIBERTAD,2021-02-01,2807
LA LIBERTAD,2021-03-01,3171
LA LIBERTAD,2021-04-01,2552
LA LIBERTAD,2021-05-01,3018
LA LIBERTAD,2021-06-01,2837
LA LIBERTAD,2021-07-01,3028
LA LIBERTAD,2021-08-01,3111
LA LIBERTAD,2021-09-01,2881
LA LIBERTAD,2021-10-01,3317
LA LIBERTAD,2021-11-01,3276
LA LIBERTAD,2021-12-01,3362
LA LIBERTAD,2022-01-01,3462
LA LIBERTAD,2022-02-01,3493
LA LIBERTAD,2022-03-01,4170
LA LIBERTAD,2022-04-01,3853
LA LIBERTAD,2022-05-01,3996
LA LIBERTAD,2022-06-01,3568
LA LIBERTAD,2022-07-01,3957
LA LIBERTAD,2022-08-01,4199
LA LIBERTAD,2022-09-01,4051
LA LIBERTAD,2022-10-01,4280
LA LIBERTAD,2022-11-01,4207
LA LIBERTAD,2022-12-01,4182
LA LIBERTAD,2023-01-01,4288
LA LIBERTAD,2023-02-01,4376
LA LIBERTAD,2023-03-01,4465
LA LIBERTAD,2023-04-01,4890
LA LIBERTAD,2023-05-01,4899
LA LIBERTAD,2023-06-01,4654
LA LIBERTAD,2023-07-01,4901
LA LIBERTAD,2023-08-01,4711
LA LIBERTAD,2023-09-01,4925
LA LIBERTAD,2023-10-01,5144
LA LIBERTAD,2023-11-01,4798
LA LIBERTAD,2023-12-01,4805
LA LIBERTAD,2024-01-01,5084
LA LIBERTAD,2024-02-01,5094
LA LIBERTAD,2024-03-01,5352
LA LIBERTAD,2024-04-01,4996
LA LIBERTAD,2024-05-01,5061
LA LIBERTAD,2024-06-01,4866
LA LIBERTAD,2024-07-01,4808
LA LIBERTAD,2024-08-01,4641
LA LIBERTAD,2024-09-01,4590
LA LIBERTAD,2024-10-01,4476
LA LIBERTAD,2024-11-01,4077
LA LIBERTAD,2024-12-01,4391
LA LIBERTAD,2025-01-01,4447
LA LIBERTAD,2025-02-01,4315
LA LIBERTAD,2025-03-01,4498
LA LIBERTAD,2025-04-01,4150
LA LIBERTAD,2025-05-01,4052
LA LIBERTAD,2025-06-01,3904
LA LIBERTAD,2025-07-01,3691
LA LIBERTAD,2025-08-01,3146
LAMBAYEQUE,2019-01-01,4173
LAMBAYEQUE,2019-02-01,3644
LAMBAYEQUE,2019-03-01,3866
LAMBAYEQUE,2019-04-01,3392
LAMBAYEQUE,2019-05-01,3451
LAMBAYEQUE,2019-06-01,3462
LAMBAYEQUE,2019-07-01,3294
LAMBAYEQUE,2019-08-01,3150
LAMBAYEQUE,2019-09-01,3394
LAMBAYEQUE,2019-10-01,3541
LAMBAYEQUE,2019-11-01,3768
LAMBAYEQUE,2019-12-01,4108
LAMBAYEQUE,2020-01-01,4482
LAMBAYEQUE,2020-02-01,3874
LAMBAYEQUE,2020-03-01,3177
LAMBAYEQUE,2020-04-01,1031
LAMBAYEQUE,2020-05-01,1345
LAMBAYEQUE,2020-06-01,1911
LAMBAYEQUE,2020-07-01,2486
LAMBAYEQUE,2020-08-01,2715
LAMBAYEQUE,2020-09-01,2662
LAMBAYEQUE,2020-10-01,2835
LAMBAYEQUE,2020-11-01,2822
LAMBAYEQUE,2020-12-01,3027
LAMBAYEQUE,2021-01-01,3099
LAMBAYEQUE,2021-02-01,3196
LAMBAYEQUE,2021-03-01,3550
LAMBAYEQUE,2021-04-01,2941
LAMBAYEQUE,2021-05-01,3256
LAMBAYEQUE,2021-06-01,3340
LAMBAYEQUE,2021-07-01,3587
LAMBAYEQUE,2021-08-01,3585
LAMBAYEQUE,2021-09-01,3344
LAMBAYEQUE,2021-10-01,3607
LAMBAYEQUE,2021-11-01,3553
LAMBAYEQUE,2021-12-01,3747
LAMBAYEQUE,2022-01-01,3732
LAMBAYEQUE,2022-02-01,3892
LAMBAYEQUE,2022-03-01,4257
LAMBAYEQUE,2022-04-01,3977
LAMBAYEQUE,2022-05-01,4344
LAMBAYEQUE,2022-06-01,4007
LAMBAYEQUE,2022-07-01,4387
LAMBAYEQUE,2022-08-01,4445
LAMBAYEQUE,2022-09-01,4678
LAMBAYEQUE,2022-10-01,4853
LAMBAYEQUE,2022-11-01,4615
LAMBAYEQUE,2022-12-01,4783
LAMBAYEQUE,2023-01-01,5056
LAMBAYEQUE,2023-02-01,4896
LAMBAYEQUE,2023-03-01,5149
LAMBAYEQUE,2023-04-01,5598
LAMBAYEQUE,2023-05-01,5555
LAMBAYEQUE,2023-06-01,5283
LAMBAYEQUE,2023-07-01,5667
LAMBAYEQUE,2023-08-01,5189
LAMBAYEQUE,2023-09-01,5023
LAMBAYEQUE,2023-10-01,5255
LAMBAYEQUE,2023-11-01,5073
LAMBAYEQUE,2023-12-01,5002
LAMBAYEQUE,2024-01-01,5165
LAMBAYEQUE,2024-02-01,5355
LAMBAYEQUE,2024-03-01,5698
LAMBAYEQUE,2024-04-01,5450
LAMBAYEQUE,2024-05-01,5552
LAMBAYEQUE,2024-06-01,5172
LAMBAYEQUE,2024-07-01,5214
LAMBAYEQUE,2024-08-01,5289
LAMBAYEQUE,2024-09-01,5242
LAMBAYEQUE,2024-10-01,4986
LAMBAYEQUE,2024-11-01,4908
LAMBAYEQUE,2024-12-01,4900
LAMBAYEQUE,2025-01-01,4862
LAMBAYEQUE,2025-02-01,5141
LAMBAYEQUE,2025-03-01,5717
LAMBAYEQUE,2025-04-01,5251
LAMBAYEQUE,2025-05-01,4926
LAMBAYEQUE,2025-06-01,5013
LAMBAYEQUE,2025-07-01,5129
LAMBAYEQUE,2025-08-01,4460
LIMA METROPOLITANA,2019-01-01,26400
LIMA METROPOLITANA,2019-02-01,25570
LIMA METROPOLITANA,2019-03-01,27172
LIMA METROPOLITANA,2019-04-01,24676
LIMA METROPOLITANA,2019-05-01,24365
LIMA METROPOLITANA,2019-06-01,24482
LIMA METROPOLITANA,2019-07-01,23533
LIMA METROPOLITANA,2019-08-01,23466
LIMA METROPOLITANA,2019-09-01,24067
LIMA METROPOLITANA,2019-10-01,25587
LIMA METROPOLITANA,2019-11-01,25730
LIMA METROPOLITANA,2019-12-01,26479
LIMA METROPOLITANA,2020-01-01,29269
LIMA METROPOLITANA,2020-02-01,28033
LIMA METROPOLITANA,2020-03-01,18498
LIMA METROPOLITANA,2020-04-01,5841
LIMA METROPOLITANA,2020-05-01,9025
LIMA METROPOLITANA,2020-06-01,12235
LIMA METROPOLITANA,2020-07-01,15458
LIMA METROPOLITANA,2020-08-01,16588
LIMA METROPOLITANA,2020-09-01,17178
LIMA METROPOLITANA,2020-10-01,18867
LIMA METROPOLITANA,2020-11-01,18885
LIMA METROPOLITANA,2020-12-01,19792
LIMA METROPOLITANA,2021-01-01,20193
LIMA METROPOLITANA,2021-02-01,16036
LIMA METROPOLITANA,2021-03-01,19541
LIMA METROPOLITANA,2021-04-01,18506
LIMA METROPOLITANA,2021-05-01,19826
LIMA METROPOLITANA,2021-06-01,19440
LIMA METROPOLITANA,2021-07-01,20560
LIMA METROPOLITANA,2021-08-01,21081
LIMA METROPOLITANA,2021-09-01,20736
LIMA METROPOLITANA,2021-10-01,22556
LIMA METROPOLITANA,2021-11-01,22049
LIMA METROPOLITANA,2021-12-01,22775
LIMA METROPOLITANA,2022-01-01,22837
LIMA METROPOLITANA,2022-02-01,23358
LIMA METROPOLITANA,2022-03-01,26384
LIMA METROPOLITANA,2022-04-01,23924
LIMA METROPOLITANA,2022-05-01,24484
LIMA METROPOLITANA,2022-06-01,22634
LIMA METROPOLITANA,2022-07-01,24300
LIMA METROPOLITANA,2022-08-01,24086
LIMA METROPOLITANA,2022-09-01,25013
LIMA METROPOLITANA,2022-10-01,25129
LIMA METROPOLITANA,2022-11-01,24338
LIMA METROPOLITANA,2022-12-01,27097
LIMA METROPOLITANA,2023-01-01,28351
LIMA METROPOLITANA,2023-02-01,28789
LIMA METROPOLITANA,2023-03-01,32037
LIMA METROPOLITANA,2023-04-01,32753
LIMA METROPOLITANA,2023-05-01,32213
LIMA METROPOLITANA,2023-06-01,31061
LIMA METROPOLITANA,2023-07-01,31512
LIMA METROPOLITANA,2023-08-01,30466
LIMA METROPOLITANA,2023-09-01,31317
LIMA METROPOLITANA,2023-10-01,32724
LIMA METROPOLITANA,2023-11-01,31749
LIMA METROPOLITANA,2023-12-01,32580
LIMA METROPOLITANA,2024-01-01,32852
LIMA METROPOLITANA,2024-02-01,33095
LIMA METROPOLITANA,2024-03-01,33644
LIMA METROPOLITANA,2024-04-01,30412
LIMA METROPOLITANA,2024-05-01,29374
LIMA METROPOLITANA,2024-06-01,29467
LIMA METROPOLITANA,2024-07-01,30702
LIMA METROPOLITANA,2024-08-01,30424
LIMA METROPOLITANA,2024-09-01,30009
LIMA METROPOLITANA,2024-10-01,29352
LIMA METROPOLITANA,2024-11-01,27212
LIMA METROPOLITANA,2024-12-01,28755
LIMA METROPOLITANA,2025-01-01,28633
LIMA METROPOLITANA,2025-02-01,27336
LIMA METROPOLITANA,2025-03-01,30093
LIMA METROPOLITANA,2025-04-01,27358
LIMA METROPOLITANA,2025-05-01,26371
LIMA METROPOLITANA,2025-06-01,25811
LIMA METROPOLITANA,2025-07-01,25444
LIMA METROPOLITANA,2025-08-01,23489
LORETO,2019-01-01,1251
LORETO,2019-02-01,1240
LORETO,2019-03-01,1290
LORETO,2019-04-01,1220
LORETO,2019-05-01,1178
LORETO,2019-06-01,1142
LORETO,2019-07-01,1104
LORETO,2019-08-01,986
LORETO,2019-09-01,1056
LORETO,2019-10-01,983
LORETO,2019-11-01,1031
LORETO,2019-12-01,1090
LORETO,2020-01-01,1152
LORETO,2020-02-01,1158
LORETO,2020-03-01,711
LORETO,2020-04-01,182
LORETO,2020-05-01,212
LORETO,2020-06-01,636
LORETO,2020-07-01,943
LORETO,2020-08-01,1001
LORETO,2020-09-01,1032
LORETO,2020-10-01,1030
LORETO,2020-11-01,996
LORETO,2020-12-01,955
LORETO,2021-01-01,1006
LORETO,2021-02-01,774
LORETO,2021-03-01,891
LORETO,2021-04-01,864
LORETO,2021-05-01,1022
LORETO,2021-06-01,921
LORETO,2021-07-01,998
LORETO,2021-08-01,1076
LORETO,2021-09-01,1063
LORETO,2021-10-01,1073
LORETO,2021-11-01,1132
LORETO,2021-12-01,1058
LORETO,2022-01-01,1163
LORETO,2022-02-01,1162
LORETO,2022-03-01,1156
LORETO,2022-04-01,1172
LORETO,2022-05-01,1341
LORETO,2022-06-01,1204
LORETO,2022-07-01,1270
LORETO,2022-08-01,1205
LORETO,2022-09-01,1154
LORETO,2022-10-01,1119
LORETO,2022-11-01,1070
LORETO,2022-12-01,1116
LORETO,2023-01-01,1070
LORETO,2023-02-01,1165
LORETO,2023-03-01,1322
LORETO,2023-04-01,1323
LORETO,2023-05-01,1431
LORETO,2023-06-01,1405
LORETO,2023-07-01,1370
LORETO,2023-08-01,1450
LORETO,2023-09-01,1366
LORETO,2023-10-01,1446
LORETO,2023-11-01,1419
LORETO,2023-12-01,1308
LORETO,2024-01-01,1190
LORETO,2024-02-01,1278
LORETO,2024-03-01,1376
LORETO,2024-04-01,1402
LORETO,2024-05-01,1364
LORETO,2024-06-01,1356
LORETO,2024-07-01,1354
LORETO,2024-08-01,1456
LORETO,2024-09-01,1280
LORETO,2024-10-01,1240
LORETO,2024-11-01,1197
LORETO,2024-12-01,1223
LORETO,2025-01-01,1224
LORETO,2025-02-01,1187
LORETO,2025-03-01,1271
LORETO,2025-04-01,1039
LORETO,2025-05-01,1176
LORETO,2025-06-01,1144
LORETO,2025-07-01,965
LORETO,2025-08-01,759
MADRE DE DIOS,2019-01-01,524
MADRE DE DIOS,2019-02-01,466
MADRE DE DIOS,2019-03-01,500
MADRE DE DIOS,2019-04-01,517
MADRE DE DIOS,2019-05-01,519
MADRE DE DIOS,2019-06-01,558
MADRE DE DIOS,2019-07-01,485
MADRE DE DIOS,2019-08-01,390
MADRE DE DIOS,2019-09-01,489
MADRE DE DIOS,2019-10-01,474
MADRE DE DIOS,2019-11-01,471
MADRE DE DIOS,2019-12-01,494
MADRE DE DIOS,2020-01-01,521
MADRE DE DIOS,2020-02-01,441
MADRE DE DIOS,2020-03-01,470
MADRE DE DIOS,2020-04-01,267
MADRE DE DIOS,2020-05-01,359
MADRE DE DIOS,2020-06-01,390
MADRE DE DIOS,2020-07-01,391
MADRE DE DIOS,2020-08-01,461
MADRE DE DIOS,2020-09-01,516
MADRE DE DIOS,2020-10-01,572
MADRE DE DIOS,2020-11-01,520
MADRE DE DIOS,2020-12-01,493
MADRE DE DIOS,2021-01-01,559
MADRE DE DIOS,2021-02-01,426
MADRE DE DIOS,2021-03-01,502
MADRE DE DIOS,2021-04-01,496
MADRE DE DIOS,2021-05-01,541
MADRE DE DIOS,2021-06-01,493
MADRE DE DIOS,2021-07-01,513
MADRE DE DIOS,2021-08-01,513
MADRE DE DIOS,2021-09-01,499
MADRE DE DIOS,2021-10-01,507
MADRE DE DIOS,2021-11-01,485
MADRE DE DIOS,2021-12-01,534
MADRE DE DIOS,2022-01-01,491
MADRE DE DIOS,2022-02-01,454
MADRE DE DIOS,2022-03-01,601
MADRE DE DIOS,2022-04-01,551
MADRE DE DIOS,2022-05-01,546
MADRE DE DIOS,2022-06-01,500
MADRE DE DIOS,2022-07-01,618
MADRE DE DIOS,2022-08-01,551
MADRE DE DIOS,2022-09-01,515
MADRE DE DIOS,2022-10-01,491
MADRE DE DIOS,2022-11-01,526
MADRE DE DIOS,2022-12-01,520
MADRE DE DIOS,2023-01-01,489
MADRE DE DIOS,2023-02-01,463
MADRE DE DIOS,2023-03-01,636
MADRE DE DIOS,2023-04-01,565
MADRE DE DIOS,2023-05-01,599
MADRE DE DIOS,2023-06-01,604
MADRE DE DIOS,2023-07-01,617
MADRE DE DIOS,2023-08-01,558
MADRE DE DIOS,2023-09-01,574
MADRE DE DIOS,2023-10-01,552
MADRE DE DIOS,2023-11-01,550
MADRE DE DIOS,2023-12-01,554
MADRE DE DIOS,2024-01-01,598
MADRE DE DIOS,2024-02-01,635
MADRE DE DIOS,2024-03-01,715
MADRE DE DIOS,2024-04-01,682
MADRE DE DIOS,2024-05-01,550
MADRE DE DIOS,2024-06-01,699
MADRE DE DIOS,2024-07-01,694
MADRE DE DIOS,2024-08-01,631
MADRE DE DIOS,2024-09-01,659
MADRE DE DIOS,2024-10-01,626
MADRE DE DIOS,2024-11-01,636
MADRE DE DIOS,2024-12-01,580
MADRE DE DIOS,2025-01-01,635
MADRE DE DIOS,2025-02-01,641
MADRE DE DIOS,2025-03-01,697
MADRE DE DIOS,2025-04-01,587
MADRE DE DIOS,2025-05-01,610
MADRE DE DIOS,2025-06-01,511
MADRE DE DIOS,2025-07-01,510
MADRE DE DIOS,2025-08-01,315
MOQUEGUA,2019-01-01,528
MOQUEGUA,2019-02-01,481
MOQUEGUA,2019-03-01,486
MOQUEGUA,2019-04-01,407
MOQUEGUA,2019-05-01,516
MOQUEGUA,2019-06-01,519
MOQUEGUA,2019-07-01,513
MOQUEGUA,2019-08-01,463
MOQUEGUA,2019-09-01,500
MOQUEGUA,2019-10-01,513
MOQUEGUA,2019-11-01,503
MOQUEGUA,2019-12-01,517
MOQUEGUA,2020-01-01,604
MOQUEGUA,2020-02-01,562
MOQUEGUA,2020-03-01,421
MOQUEGUA,2020-04-01,171
MOQUEGUA,2020-05-01,230
MOQUEGUA,2020-06-01,269
MOQUEGUA,2020-07-01,281
MOQUEGUA,2020-08-01,284
MOQUEGUA,2020-09-01,326
MOQUEGUA,2020-10-01,440
MOQUEGUA,2020-11-01,458
MOQUEGUA,2020-12-01,419
MOQUEGUA,2021-01-01,449
MOQUEGUA,2021-02-01,395
MOQUEGUA,2021-03-01,448
MOQUEGUA,2021-04-01,492
MOQUEGUA,2021-05-01,578
MOQUEGUA,2021-06-01,528
MOQUEGUA,2021-07-01,537
MOQUEGUA,2021-08-01,614
MOQUEGUA,2021-09-01,619
MOQUEGUA,2021-10-01,615
MOQUEGUA,2021-11-01,516
MOQUEGUA,2021-12-01,581
MOQUEGUA,2022-01-01,522
MOQUEGUA,2022-02-01,554
MOQUEGUA,2022-03-01,694
MOQUEGUA,2022-04-01,609
MOQUEGUA,2022-05-01,675
MOQUEGUA,2022-06-01,485
MOQUEGUA,2022-07-01,561
MOQUEGUA,2022-08-01,516
MOQUEGUA,2022-09-01,573
MOQUEGUA,2022-10-01,598
MOQUEGUA,2022-11-01,592
MOQUEGUA,2022-12-01,602
MOQUEGUA,2023-01-01,562
MOQUEGUA,2023-02-01,573
MOQUEGUA,2023-03-01,621
MOQUEGUA,2023-04-01,602
MOQUEGUA,2023-05-01,699
MOQUEGUA,2023-06-01,674
MOQUEGUA,2023-07-01,671
MOQUEGUA,2023-08-01,599
MOQUEGUA,2023-09-01,640
MOQUEGUA,2023-10-01,673
MOQUEGUA,2023-11-01,663
MOQUEGUA,2023-12-01,675
MOQUEGUA,2024-01-01,624
MOQUEGUA,2024-02-01,614
MOQUEGUA,2024-03-01,742
MOQUEGUA,2024-04-01,628
MOQUEGUA,2024-05-01,578
MOQUEGUA,2024-06-01,647
MOQUEGUA,2024-07-01,654
MOQUEGUA,2024-08-01,593
MOQUEGUA,2024-09-01,644
MOQUEGUA,2024-10-01,505
MOQUEGUA,2024-11-01,542
MOQUEGUA,2024-12-01,502
MOQUEGUA,2025-01-01,578
MOQUEGUA,2025-02-01,549
MOQUEGUA,2025-03-01,556
MOQUEGUA,2025-04-01,514
MOQUEGUA,2025-05-01,456
MOQUEGUA,2025-06-01,472
MOQUEGUA,2025-07-01,437
MOQUEGUA,2025-08-01,409
PASCO,2019-01-01,410
PASCO,2019-02-01,322
PASCO,2019-03-01,406
PASCO,2019-04-01,388
PASCO,2019-05-01,409
PASCO,2019-06-01,437
PASCO,2019-07-01,397
PASCO,2019-08-01,399
PASCO,2019-09-01,373
PASCO,2019-10-01,364
PASCO,2019-11-01,395
PASCO,2019-12-01,379
PASCO,2020-01-01,428
PASCO,2020-02-01,420
PASCO,2020-03-01,424
PASCO,2020-04-01,233
PASCO,2020-05-01,282
PASCO,2020-06-01,295
PASCO,2020-07-01,310
PASCO,2020-08-01,293
PASCO,2020-09-01,375
PASCO,2020-10-01,430
PASCO,2020-11-01,409
PASCO,2020-12-01,392
PASCO,2021-01-01,346
PASCO,2021-02-01,293
PASCO,2021-03-01,354
PASCO,2021-04-01,342
PASCO,2021-05-01,441
PASCO,2021-06-01,412
PASCO,2021-07-01,391
PASCO,2021-08-01,472
PASCO,2021-09-01,385
PASCO,2021-10-01,447
PASCO,2021-11-01,380
PASCO,2021-12-01,407
PASCO,2022-01-01,377
PASCO,2022-02-01,355
PASCO,2022-03-01,427
PASCO,2022-04-01,445
PASCO,2022-05-01,452
PASCO,2022-06-01,423
PASCO,2022-07-01,441
PASCO,2022-08-01,433
PASCO,2022-09-01,470
PASCO,2022-10-01,463
PASCO,2022-11-01,404
PASCO,2022-12-01,387
PASCO,2023-01-01,378
PASCO,2023-02-01,418
PASCO,2023-03-01,471
PASCO,2023-04-01,421
PASCO,2023-05-01,452
PASCO,2023-06-01,443
PASCO,2023-07-01,455
PASCO,2023-08-01,476
PASCO,2023-09-01,494
PASCO,2023-10-01,465
PASCO,2023-11-01,435
PASCO,2023-12-01,435
PASCO,2024-01-01,375
PASCO,2024-02-01,388
PASCO,2024-03-01,421
PASCO,2024-04-01,448
PASCO,2024-05-01,410
PASCO,2024-06-01,388
PASCO,2024-07-01,408
PASCO,2024-08-01,349
PASCO,2024-09-01,436
PASCO,2024-10-01,388
PASCO,2024-11-01,421
PASCO,2024-12-01,399
PASCO,2025-01-01,349
PASCO,2025-02-01,276
PASCO,2025-03-01,382
PASCO,2025-04-01,359
PASCO,2025-05-01,382
PASCO,2025-06-01,351
PASCO,2025-07-01,318
PASCO,2025-08-01,259
PIURA,2019-01-01,3739
PIURA,2019-02-01,3475
PIURA,2019-03-01,4034
PIURA,2019-04-01,3811
PIURA,2019-05-01,3914
PIURA,2019-06-01,3616
PIURA,2019-07-01,3578
PIURA,2019-08-01,3458
PIURA,2019-09-01,3571
PIURA,2019-10-01,3811
PIURA,2019-11-01,4021
PIURA,2019-12-01,4054
PIURA,2020-01-01,4680
PIURA,2020-02-01,4582
PIURA,2020-03-01,3106
PIURA,2020-04-01,1156
PIURA,2020-05-01,1336
PIURA,2020-06-01,1814
PIURA,2020-07-01,2509
PIURA,2020-08-01,2888
PIURA,2020-09-01,2970
PIURA,2020-10-01,3181
PIURA,2020-11-01,2853
PIURA,2020-12-01,2957
PIURA,2021-01-01,3108
PIURA,2021-02-01,3154
PIURA,2021-03-01,3364
PIURA,2021-04-01,2777
PIURA,2021-05-01,3091
PIURA,2021-06-01,3160
PIURA,2021-07-01,3315
PIURA,2021-08-01,3240
PIURA,2021-09-01,3313
PIURA,2021-10-01,3527
PIURA,2021-11-01,3386
PIURA,2021-12-01,3585
PIURA,2022-01-01,3705
PIURA,2022-02-01,3678
PIURA,2022-03-01,4178
PIURA,2022-04-01,4086
PIURA,2022-05-01,4289
PIURA,2022-06-01,3868
PIURA,2022-07-01,3841
PIURA,2022-08-01,3763
PIURA,2022-09-01,3812
PIURA,2022-10-01,3820
PIURA,2022-11-01,3656
PIURA,2022-12-01,3916
PIURA,2023-01-01,4273
PIURA,2023-02-01,4048
PIURA,2023-03-01,4204
PIURA,2023-04-01,4281
PIURA,2023-05-01,4441
PIURA,2023-06-01,3973
PIURA,2023-07-01,4646
PIURA,2023-08-01,4467
PIURA,2023-09-01,4602
PIURA,2023-10-01,4773
PIURA,2023-11-01,4596
PIURA,2023-12-01,4545
PIURA,2024-01-01,4654
PIURA,2024-02-01,4401
PIURA,2024-03-01,4866
PIURA,2024-04-01,4388
PIURA,2024-05-01,4281
PIURA,2024-06-01,4020
PIURA,2024-07-01,4210
PIURA,2024-08-01,4055
PIURA,2024-09-01,4090
PIURA,2024-10-01,3595
PIURA,2024-11-01,3382
PIURA,2024-12-01,3726
PIURA,2025-01-01,3553
PIURA,2025-02-01,3397
PIURA,2025-03-01,3703
PIURA,2025-04-01,3458
PIURA,2025-05-01,3395
PIURA,2025-06-01,3137
PIURA,2025-07-01,3127
PIURA,2025-08-01,2744
PROV. CONST. DEL CALLAO,2019-01-01,3595
PROV. CONST. DEL CALLAO,2019-02-01,3285
PROV. CONST. DEL CALLAO,2019-03-01,3170
PROV. CONST. DEL CALLAO,2019-04-01,2842
PROV. CONST. DEL CALLAO,2019-05-01,2747
PROV. CONST. DEL CALLAO,2019-06-01,2598
PROV. CONST. DEL CALLAO,2019-07-01,2540
PROV. CONST. DEL CALLAO,2019-08-01,2605
PROV. CONST. DEL CALLAO,2019-09-01,2803
PROV. CONST. DEL CALLAO,2019-10-01,2923
PROV. CONST. DEL CALLAO,2019-11-01,2964
PROV. CONST. DEL CALLAO,2019-12-01,2871
PROV. CONST. DEL CALLAO,2020-01-01,3301
PROV. CONST. DEL CALLAO,2020-02-01,3322
PROV. CONST. DEL CALLAO,2020-03-01,2271
PROV. CONST. DEL CALLAO,2020-04-01,696
PROV. CONST. DEL CALLAO,2020-05-01,1044
PROV. CONST. DEL CALLAO,2020-06-01,1317
PROV. CONST. DEL CALLAO,2020-07-01,1950
PROV. CONST. DEL CALLAO,2020-08-01,2082
PROV. CONST. DEL CALLAO,2020-09-01,2351
PROV. CONST. DEL CALLAO,2020-10-01,2438
PROV. CONST. DEL CALLAO,2020-11-01,2232
PROV. CONST. DEL CALLAO,2020-12-01,2404
PROV. CONST. DEL CALLAO,2021-01-01,2246
PROV. CONST. DEL CALLAO,2021-02-01,1975
PROV. CONST. DEL CALLAO,2021-03-01,2312
PROV. CONST. DEL CALLAO,2021-04-01,2098
PROV. CONST. DEL CALLAO,2021-05-01,2369
PROV. CONST. DEL CALLAO,2021-06-01,2381
PROV. CONST. DEL CALLAO,2021-07-01,2501
PROV. CONST. DEL CALLAO,2021-08-01,2500
PROV. CONST. DEL CALLAO,2021-09-01,2511
PROV. CONST. DEL CALLAO,2021-10-01,2524
PROV. CONST. DEL CALLAO,2021-11-01,2408
PROV. CONST. DEL CALLAO,2021-12-01,2450
PROV. CONST. DEL CALLAO,2022-01-01,2576
PROV. CONST. DEL CALLAO,2022-02-01,2810
PROV. CONST. DEL CALLAO,2022-03-01,3379
PROV. CONST. DEL CALLAO,2022-04-01,2684
PROV. CONST. DEL CALLAO,2022-05-01,2633
PROV. CONST. DEL CALLAO,2022-06-01,2410
PROV. CONST. DEL CALLAO,2022-07-01,2680
PROV. CONST. DEL CALLAO,2022-08-01,2807
PROV. CONST. DEL CALLAO,2022-09-01,2840
PROV. CONST. DEL CALLAO,2022-10-01,2700
PROV. CONST. DEL CALLAO,2022-11-01,2510
