DEPARTAMENTO,period,MONTO_DEVENGADO
MOQUEGUA,2022-09-01,358520.61
MOQUEGUA,2022-10-01,398329.56
MOQUEGUA,2022-11-01,311911.66
MOQUEGUA,2022-12-01,1858938.15
MOQUEGUA,2023-01-01,59948.41
MOQUEGUA,2023-02-01,287040.83
MOQUEGUA,2023-03-01,1726788.4900000002
MOQUEGUA,2023-04-01,301269.61
MOQUEGUA,2023-05-01,1475777.26
MOQUEGUA,2023-06-01,307741.1
MOQUEGUA,2023-07-01,493601.71
MOQUEGUA,2023-08-01,1043107.03
MOQUEGUA,2023-09-01,569361.89
MOQUEGUA,2023-10-01,838498.36
MOQUEGUA,2023-11-01,914597.39
MOQUEGUA,2023-12-01,2203960.0
MOQUEGUA,2024-01-01,155729.77
MOQUEGUA,2024-02-01,731224.46
MOQUEGUA,2024-03-01,759540.49
MOQUEGUA,2024-04-01,1003392.21
MOQUEGUA,2024-05-01,990546.21
MOQUEGUA,2024-06-01,1408205.26
MOQUEGUA,2024-07-01,1765274.34
MOQUEGUA,2024-08-01,849893.11
MOQUEGUA,2024-09-01,684914.72
MOQUEGUA,2024-10-01,966248.48
MOQUEGUA,2024-11-01,786727.2100000001
MOQUEGUA,2024-12-01,2253674.09
MOQUEGUA,2025-01-01,259696.35
MOQUEGUA,2025-02-01,1078309.23
MOQUEGUA,2025-03-01,1128141.78
MOQUEGUA,2025-04-01,1047507.67
MOQUEGUA,2025-05-01,846185.67
MOQUEGUA,2025-06-01,686117.49
MOQUEGUA,2025-07-01,1118716.86
MOQUEGUA,2025-08-01,1745543.41
PASCO,2019-01-01,58298.490000000005
PASCO,2019-02-01,436027.82
PASCO,2019-03-01,445275.63
PASCO,2019-04-01,388271.03
PASCO,2019-05-01,652744.15
PASCO,2019-06-01,429316.95999999996
PASCO,2019-07-01,417554.58
PASCO,2019-08-01,483926.10000000003
PASCO,2019-09-01,617593.83
PASCO,2019-10-01,627899.74
PASCO,2019-11-01,630246.78
PASCO,2019-12-01,1039894.95
PASCO,2020-01-01,195285.48
PASCO,2020-02-01,402738.68
PASCO,2020-03-01,908687.96
PASCO,2020-04-01,347600.01
PASCO,2020-05-01,513303.18
PASCO,2020-06-01,460565.76
PASCO,2020-07-01,748546.47
PASCO,2020-08-01,645291.8
PASCO,2020-09-01,955965.8300000001
PASCO,2020-10-01,1006081.66
PASCO,2020-11-01,522322.95
PASCO,2020-12-01,1247666.93
PASCO,2021-01-01,212625.03
PASCO,2021-02-01,271211.36
PASCO,2021-03-01,609781.0700000001
PASCO,2021-04-01,399127.92
PASCO,2021-05-01,494073.6
PASCO,2021-06-01,615594.0
PASCO,2021-07-01,3513438.0599999996
PASCO,2021-08-01,763679.38
PASCO,2021-09-01,608658.54
PASCO,2021-10-01,501773.93
PASCO,2021-11-01,591434.63
PASCO,2021-12-01,2496806.1700000004
PASCO,2022-01-01,187739.66
PASCO,2022-02-01,458945.47000000003
PASCO,2022-03-01,3502809.99
PASCO,2022-04-01,497529.89
PASCO,2022-05-01,1302377.41
PASCO,2022-06-01,548987.2
PASCO,2022-07-01,766791.27
PASCO,2022-08-01,2040135.9
PASCO,2022-09-01,1770070.93
PASCO,2022-10-01,571007.67
PASCO,2022-11-01,1844075.99
PASCO,2023-01-01,93266.13
PASCO,2023-02-01,447918.37
PASCO,2023-03-01,832933.51
PASCO,2023-04-01,1269008.64
PASCO,2023-05-01,663580.77
PASCO,2023-06-01,605225.75
PASCO,2023-07-01,659104.21
PASCO,2023-08-01,713779.05
PASCO,2023-09-01,551717.71
PASCO,2023-10-01,648717.86
PASCO,2023-11-01,741502.32
PASCO,2023-12-01,1548438.48
PASCO,2024-01-01,279815.46
PASCO,2024-02-01,500423.06
PASCO,2024-03-01,699503.08
PASCO,2024-04-01,679950.89
PASCO,2024-05-01,708105.04
PASCO,2024-06-01,579798.35
PASCO,2024-07-01,761695.96
PASCO,2024-08-01,772036.52
PASCO,2024-09-01,717352.55
PASCO,2024-10-01,777341.3
PASCO,2024-11-01,725663.73
PASCO,2024-12-01,1537154.1600000001
PASCO,2025-01-01,392927.72
PASCO,2025-02-01,754413.5499999999
PASCO,2025-03-01,714047.26
PASCO,2025-04-01,1262925.6
PASCO,2025-05-01,931280.08
PASCO,2025-06-01,1362667.91
PASCO,2025-07-01,1037272.55
PASCO,2025-08-01,810688.4
PIURA,2019-01-01,885509.98
PIURA,2019-02-01,2765175.39
PIURA,2019-03-01,3915931.83
PIURA,2019-04-01,2441909.65
PIURA,2019-05-01,4281668.7299999995
PIURA,2019-06-01,2001948.3900000001
PIURA,2019-07-01,3682578.38
PIURA,2019-08-01,3013155.63
PIURA,2019-09-01,2796394.73
PIURA,2019-10-01,3221289.95
PIURA,2019-11-01,2936374.95
PIURA,2019-12-01,4001042.33
PIURA,2020-01-01,2177310.58
PIURA,2020-02-01,2635061.05
PIURA,2020-03-01,3462569.82
PIURA,2020-04-01,2260682.41
PIURA,2020-05-01,3227651.79
PIURA,2020-06-01,2516008.2800000003
PIURA,2020-07-01,4485112.15
PIURA,2020-08-01,4885969.23
PIURA,2020-09-01,3134737.47
PIURA,2020-10-01,4402315.18
PIURA,2020-11-01,3695079.2399999998
PIURA,2020-12-01,7079011.92
PIURA,2021-01-01,1937636.48
PIURA,2021-02-01,3242561.08
PIURA,2021-03-01,3114291.63
PIURA,2021-04-01,3341004.04
PIURA,2021-05-01,3732236.03
PIURA,2021-06-01,3367612.4
PIURA,2021-07-01,5937762.2299999995
PIURA,2021-08-01,3214223.36
PIURA,2021-09-01,3138179.96
PIURA,2021-10-01,3316135.84
PIURA,2021-11-01,3631624.4899999998
PIURA,2021-12-01,5972022.41
PIURA,2022-01-01,2238656.85
PIURA,2022-02-01,3226967.9299999997
PIURA,2022-03-01,5329158.83
PIURA,2022-04-01,4452915.17
PIURA,2022-05-01,5167536.62
PIURA,2022-06-01,4778184.44
PIURA,2022-07-01,5290384.74
PIURA,2022-08-01,4278902.1
PIURA,2022-09-01,3628299.98
PIURA,2022-10-01,4883325.4
PIURA,2022-11-01,4897032.75
PIURA,2022-12-01,7621057.88
PIURA,2023-01-01,2275347.84
PIURA,2023-02-01,3368359.07
PIURA,2023-03-01,8414750.88
PIURA,2023-04-01,3694556.36
PIURA,2023-05-01,6312449.88
PIURA,2023-06-01,7882771.35
PIURA,2023-07-01,6077291.81
PIURA,2023-08-01,4144136.69
PIURA,2023-09-01,12199370.120000001
PIURA,2023-10-01,7124430.05
PIURA,2023-11-01,6146339.72
PIURA,2023-12-01,10055677.94
PIURA,2024-01-01,3670580.6300000004
PIURA,2024-02-01,5108834.07
PIURA,2024-03-01,7479161.47
PIURA,2024-04-01,6981782.65
PIURA,2024-05-01,10135748.32
PIURA,2024-06-01,8980371.99
PIURA,2024-07-01,10978939.67
PIURA,2024-08-01,6727963.34
PIURA,2024-09-01,8142658.9399999995
PIURA,2024-10-01,8631612.28
PIURA,2024-11-01,13124891.67
PIURA,2025-01-01,9652421.17
PIURA,2025-02-01,13109415.93
PIURA,2025-03-01,10061906.18
PIURA,2025-04-01,10584747.81
PIURA,2025-05-01,12441287.67
PIURA,2025-06-01,8476464.91
PIURA,2025-07-01,7468211.59
PIURA,2025-08-01,11192052.77
PROV. CONST. DEL CALLAO,2019-01-01,1030497.61
PROV. CONST. DEL CALLAO,2019-02-01,3314564.7199999997
PROV. CONST. DEL CALLAO,2019-03-01,3505265.2
PROV. CONST. DEL CALLAO,2019-04-01,3470217.1
PROV. CONST. DEL CALLAO,2019-05-01,4464440.86
PROV. CONST. DEL CALLAO,2019-06-01,2480897.8
PROV. CONST. DEL CALLAO,2019-07-01,4652269.5600000005
PROV. CONST. DEL CALLAO,2019-08-01,4291119.31
PROV. CONST. DEL CALLAO,2019-09-01,6970876.800000001
PROV. CONST. DEL CALLAO,2019-10-01,5315997.9
PROV. CONST. DEL CALLAO,2019-11-01,3849579.4200000004
PROV. CONST. DEL CALLAO,2019-12-01,5572395.69
PROV. CONST. DEL CALLAO,2020-01-01,2282218.71
PROV. CONST. DEL CALLAO,2020-02-01,3640138.81
PROV. CONST. DEL CALLAO,2020-03-01,4204529.55
PROV. CONST. DEL CALLAO,2020-04-01,3029327.48
PROV. CONST. DEL CALLAO,2020-05-01,2898345.1
PROV. CONST. DEL CALLAO,2020-06-01,3606911.11
PROV. CONST. DEL CALLAO,2020-07-01,3850587.69
PROV. CONST. DEL CALLAO,2020-08-01,2978213.34
PROV. CONST. DEL CALLAO,2020-09-01,4072826.73
PROV. CONST. DEL CALLAO,2020-10-01,3657088.2199999997
PROV. CONST. DEL CALLAO,2020-11-01,3645561.84
PROV. CONST. DEL CALLAO,2020-12-01,4248117.24
PROV. CONST. DEL CALLAO,2021-01-01,2764401.62
PROV. CONST. DEL CALLAO,2021-02-01,3105709.43
PROV. CONST. DEL CALLAO,2021-03-01,4837398.4799999995
PROV. CONST. DEL CALLAO,2021-04-01,3394667.42
PROV. CONST. DEL CALLAO,2021-05-01,3457742.18
PROV. CONST. DEL CALLAO,2021-06-01,3762629.38
PROV. CONST. DEL CALLAO,2021-07-01,4058386.22
PROV. CONST. DEL CALLAO,2021-08-01,3508601.99
PROV. CONST. DEL CALLAO,2021-09-01,3288562.49
PROV. CONST. DEL CALLAO,2021-10-01,3772031.84
PROV. CONST. DEL CALLAO,2021-11-01,2741287.02
PROV. CONST. DEL CALLAO,2021-12-01,4428471.99
PROV. CONST. DEL CALLAO,2022-01-01,2136800.95
PROV. CONST. DEL CALLAO,2022-02-01,3786515.63
PROV. CONST. DEL CALLAO,2022-03-01,4558106.28
PROV. CONST. DEL CALLAO,2022-04-01,3318534.39
PROV. CONST. DEL CALLAO,2022-05-01,4093153.17
PROV. CONST. DEL CALLAO,2022-06-01,11827066.69
PROV. CONST. DEL CALLAO,2022-07-01,4736133.81
PROV. CONST. DEL CALLAO,2022-08-01,3904126.26
PROV. CONST. DEL CALLAO,2022-09-01,3855627.63
PROV. CONST. DEL CALLAO,2022-10-01,19591669.72
PROV. CONST. DEL CALLAO,2022-11-01,4421027.63
PROV. CONST. DEL CALLAO,2022-12-01,5150546.92
PROV. CONST. DEL CALLAO,2023-01-01,1365298.57
PROV. CONST. DEL CALLAO,2023-02-01,4854415.8
PROV. CONST. DEL CALLAO,2023-03-01,6894423.89
PROV. CONST. DEL CALLAO,2023-04-01,5084432.72
PROV. CONST. DEL CALLAO,2023-05-01,9111788.36
PROV. CONST. DEL CALLAO,2023-06-01,5673689.09
PROV. CONST. DEL CALLAO,2023-07-01,5944848.87
PROV. CONST. DEL CALLAO,2023-08-01,6389181.35
PROV. CONST. DEL CALLAO,2023-09-01,4066832.91
PROV. CONST. DEL CALLAO,2023-10-01,13218148.79
PROV. CONST. DEL CALLAO,2023-11-01,5743356.42
PROV. CONST. DEL CALLAO,2023-12-01,8559937.96
PROV. CONST. DEL CALLAO,2024-01-01,2594828.86
PROV. CONST. DEL CALLAO,2024-02-01,5431138.12
PROV. CONST. DEL CALLAO,2024-03-01,7381453.19
PROV. CONST. DEL CALLAO,2024-04-01,5520382.26
PROV. CONST. DEL CALLAO,2024-05-01,8769851.76
PROV. CONST. DEL CALLAO,2024-06-01,5607963.16
PROV. CONST. DEL CALLAO,2024-07-01,7564979.7
PROV. CONST. DEL CALLAO,2024-08-01,5587792.63
PROV. CONST. DEL CALLAO,2024-09-01,7643353.74
PROV. CONST. DEL CALLAO,2024-10-01,6872285.37
PROV. CONST. DEL CALLAO,2024-11-01,4967324.44
PROV. CONST. DEL CALLAO,2024-12-01,16222972.120000001
PROV. CONST. DEL CALLAO,2025-01-01,6229629.55
PROV. CONST. DEL CALLAO,2025-02-01,12787570.11
PROV. CONST. DEL CALLAO,2025-03-01,7496384.57
PROV. CONST. DEL CALLAO,2025-04-01,6393992.11
PROV. CONST. DEL CALLAO,2025-05-01,6775936.41
PROV. CONST. DEL CALLAO,2025-06-01,10452138.68
PROV. CONST. DEL CALLAO,2025-07-01,6917250.05
PROV. CONST. DEL CALLAO,2025-08-01,8988789.82
PUNO,2019-01-01,172657.74
PUNO,2019-02-01,1675927.46
PUNO,2019-03-01,2089278.69
PUNO,2019-04-01,1983170.55
PUNO,2019-05-01,1702969.96
PUNO,2019-06-01,1481221.91
PUNO,2019-07-01,2211241.57
PUNO,2019-08-01,1738552.4
PUNO,2019-09-01,1749066.99
PUNO,2019-10-01,1998032.53
PUNO,2019-11-01,2062175.02
PUNO,2019-12-01,4018176.52
PUNO,2020-01-01,506770.91
PUNO,2020-02-01,2021070.27
PUNO,2020-03-01,2261828.94
PUNO,2020-04-01,1565374.91
PUNO,2020-05-01,1871071.66
PUNO,2020-06-01,2387551.4
PUNO,2020-07-01,2835108.07
PUNO,2020-08-01,2337302.29
PUNO,2020-09-01,2292988.36
PUNO,2020-10-01,2533927.55
PUNO,2020-11-01,2167118.7399999998
PUNO,2020-12-01,5726447.62
PUNO,2021-01-01,611213.36
PUNO,2021-02-01,1878398.32
PUNO,2021-03-01,2454852.97
PUNO,2021-04-01,2097404.6
PUNO,2021-05-01,2170507.74
PUNO,2021-06-01,2281953.21
PUNO,2021-07-01,3067476.99
PUNO,2021-08-01,2084378.2
PUNO,2021-09-01,2520319.02
PUNO,2021-10-01,2213139.55
PUNO,2021-11-01,2360888.99
PUNO,2021-12-01,5213354.76
PUNO,2022-01-01,642054.24
PUNO,2022-02-01,1900220.8699999999
PUNO,2022-03-01,3348323.09
PUNO,2022-04-01,2352288.91
PUNO,2022-05-01,2914610.92
PUNO,2022-06-01,2492485.56
PUNO,2022-07-01,3276275.63
PUNO,2022-08-01,2530975.74
PUNO,2022-09-01,2553290.07
PUNO,2022-10-01,2509486.94
PUNO,2022-11-01,2848487.77
PUNO,2022-12-01,5730823.62
PUNO,2023-01-01,26782.75
PUNO,2023-02-01,2001015.2
PUNO,2023-03-01,3376063.81
PUNO,2023-04-01,3150949.82
PUNO,2023-05-01,3120261.75
PUNO,2023-06-01,3335111.33
PUNO,2023-07-01,3306056.52
PUNO,2023-08-01,2838940.64
PUNO,2023-09-01,2586622.82
PUNO,2023-10-01,2839310.19
PUNO,2023-11-01,3086322.94
PUNO,2023-12-01,5140978.27
PUNO,2024-01-01,1098330.39
PUNO,2024-02-01,2522468.45
PUNO,2024-03-01,2839408.71
PUNO,2024-04-01,3262029.48
PUNO,2024-05-01,4942444.140000001
PUNO,2024-06-01,3016464.9099999997
PUNO,2024-07-01,4176539.98
PUNO,2024-08-01,3480943.45
PUNO,2024-09-01,3003637.19
PUNO,2024-10-01,3828150.47
PUNO,2024-11-01,3791084.75
PUNO,2025-01-01,1035056.14
PUNO,2025-02-01,3745087.42
PUNO,2025-03-01,4894539.47
PUNO,2025-04-01,3563128.37
PUNO,2025-05-01,5314893.88
PUNO,2025-06-01,4432920.41
PUNO,2025-07-01,4799196.2
PUNO,2025-08-01,3627092.62
REGION LIMA,2019-01-01,586934.01
REGION LIMA,2019-02-01,1501316.02
REGION LIMA,2019-03-01,2305603.25
REGION LIMA,2019-04-01,2651833.65
REGION LIMA,2019-05-01,2869312.67
REGION LIMA,2019-06-01,2604229.44
REGION LIMA,2019-07-01,2994969.78
REGION LIMA,2019-08-01,2190430.24
REGION LIMA,2019-09-01,2241424.71
REGION LIMA,2019-10-01,2803455.35
REGION LIMA,2019-11-01,2333662.59
REGION LIMA,2019-12-01,4399859.9
REGION LIMA,2020-01-01,2438766.4899999998
REGION LIMA,2020-02-01,4141948.7800000003
REGION LIMA,2020-03-01,3104891.48
REGION LIMA,2020-04-01,1538903.09
REGION LIMA,2020-05-01,2030231.9
REGION LIMA,2020-06-01,2383027.45
REGION LIMA,2020-07-01,3749208.33
REGION LIMA,2020-08-01,3216564.6
REGION LIMA,2020-09-01,2663848.83
REGION LIMA,2020-10-01,2980185.15
REGION LIMA,2020-11-01,4575156.2700000005
REGION LIMA,2020-12-01,6041089.5
REGION LIMA,2021-01-01,972745.81
REGION LIMA,2021-02-01,1934124.54
REGION LIMA,2021-03-01,3133922.24
REGION LIMA,2021-04-01,2534116.22
REGION LIMA,2021-05-01,2574405.4
REGION LIMA,2021-06-01,2588727.12
REGION LIMA,2021-07-01,2898286.85
REGION LIMA,2021-08-01,3183737.99
REGION LIMA,2021-09-01,3359108.25
REGION LIMA,2021-10-01,2560100.82
REGION LIMA,2021-11-01,2790267.85
REGION LIMA,2021-12-01,4844326.95
REGION LIMA,2022-01-01,1617702.52
REGION LIMA,2022-02-01,2058827.85
REGION LIMA,2022-03-01,3242730.28
REGION LIMA,2022-04-01,2848925.67
REGION LIMA,2022-05-01,2906222.34
REGION LIMA,2022-06-01,3296610.48
REGION LIMA,2022-07-01,3529029.07
REGION LIMA,2022-08-01,3622296.67
REGION LIMA,2022-09-01,3208077.99
REGION LIMA,2022-10-01,3885581.91
REGION LIMA,2022-11-01,3826309.92
REGION LIMA,2022-12-01,7009975.34
REGION LIMA,2023-01-01,1057307.4
REGION LIMA,2023-02-01,2563477.07
REGION LIMA,2023-03-01,2992429.77
REGION LIMA,2023-04-01,3024642.16
REGION LIMA,2023-05-01,3507918.04
REGION LIMA,2023-06-01,2869275.24
REGION LIMA,2023-07-01,3705086.9
REGION LIMA,2023-08-01,3188517.98
REGION LIMA,2023-09-01,3317973.64
REGION LIMA,2023-10-01,5339992.89
REGION LIMA,2023-11-01,3759650.54
REGION LIMA,2023-12-01,8387874.14
REGION LIMA,2024-01-01,3958490.89
REGION LIMA,2024-02-01,3242764.19
REGION LIMA,2024-03-01,3948945.53
REGION LIMA,2024-04-01,3633684.87
REGION LIMA,2024-05-01,5259317.32
REGION LIMA,2024-06-01,3713715.2800000003
REGION LIMA,2024-07-01,4810903.72
REGION LIMA,2024-08-01,3305195.08
REGION LIMA,2024-09-01,4610312.23
REGION LIMA,2024-10-01,6001158.28
REGION LIMA,2024-11-01,5193048.46
REGION LIMA,2024-12-01,7662605.26
REGION LIMA,2025-01-01,2511691.32
REGION LIMA,2025-02-01,3990789.86
REGION LIMA,2025-03-01,5028441.75
REGION LIMA,2025-04-01,4550726.13
REGION LIMA,2025-05-01,4632905.32
REGION LIMA,2025-06-01,4230128.62
REGION LIMA,2025-07-01,5438799.57
REGION LIMA,2025-08-01,4198425.82
SAN MARTIN,2019-01-01,286805.32
SAN MARTIN,2019-02-01,451668.02
SAN MARTIN,2019-03-01,641043.51
SAN MARTIN,2019-04-01,679265.63
SAN MARTIN,2019-05-01,691949.6
SAN MARTIN,2019-06-01,784329.9
SAN MARTIN,2019-07-01,1021801.64
SAN MARTIN,2019-08-01,726896.56
SAN MARTIN,2019-09-01,1097609.25
SAN MARTIN,2019-10-01,1090808.25
SAN MARTIN,2019-11-01,851613.05
SAN MARTIN,2019-12-01,1045374.49
SAN MARTIN,2020-01-01,593979.11
SAN MARTIN,2020-02-01,712922.26
SAN MARTIN,2020-03-01,984131.76
SAN MARTIN,2020-04-01,674764.71
SAN MARTIN,2020-05-01,984119.5599999999
SAN MARTIN,2020-06-01,1043285.28
SAN MARTIN,2020-07-01,1407070.36
SAN MARTIN,2020-08-01,1420187.71
SAN MARTIN,2020-09-01,1061447.2
SAN MARTIN,2020-10-01,995141.72
SAN MARTIN,2020-11-01,1242430.57
SAN MARTIN,2020-12-01,2128331.63
SAN MARTIN,2021-01-01,630802.7
SAN MARTIN,2021-02-01,643768.92
SAN MARTIN,2021-03-01,2702849.21
SAN MARTIN,2021-04-01,931094.55
SAN MARTIN,2021-05-01,1469992.45
SAN MARTIN,2021-06-01,1253659.32
SAN MARTIN,2021-07-01,1181003.3
SAN MARTIN,2021-08-01,948918.79
SAN MARTIN,2021-09-01,1476883.74
SAN MARTIN,2021-10-01,972342.77
SAN MARTIN,2021-11-01,1413781.01
SAN MARTIN,2021-12-01,2050976.77
SAN MARTIN,2022-01-01,696859.96
SAN MARTIN,2022-02-01,916878.12
SAN MARTIN,2022-03-01,1398428.1
SAN MARTIN,2022-04-01,1085570.84
SAN MARTIN,2022-05-01,1364880.49
SAN MARTIN,2022-06-01,1125343.97
SAN MARTIN,2022-07-01,1357691.36
SAN MARTIN,2022-08-01,1338218.43
SAN MARTIN,2022-09-01,1245918.82
SAN MARTIN,2022-10-01,1498729.84
SAN MARTIN,2022-11-01,1128643.1
SAN MARTIN,2022-12-01,2074047.43
SAN MARTIN,2023-01-01,499305.83
SAN MARTIN,2023-02-01,1055479.27
SAN MARTIN,2023-03-01,1484857.22
SAN MARTIN,2023-04-01,1564491.53
SAN MARTIN,2023-05-01,1395174.55
SAN MARTIN,2023-06-01,1584992.55
SAN MARTIN,2023-07-01,1838197.44
SAN MARTIN,2023-08-01,1575941.14
SAN MARTIN,2023-09-01,1266221.95
SAN MARTIN,2023-10-01,1650779.56
SAN MARTIN,2023-11-01,1502661.3699999999
SAN MARTIN,2023-12-01,1770384.03
SAN MARTIN,2024-01-01,876529.17
SAN MARTIN,2024-02-01,1224004.32
SAN MARTIN,2024-03-01,1347244.77
SAN MARTIN,2024-04-01,1318890.29
SAN MARTIN,2024-05-01,1696744.51
SAN MARTIN,2024-06-01,1511165.62
SAN MARTIN,2024-07-01,1950494.16
SAN MARTIN,2024-08-01,1424155.08
SAN MARTIN,2024-09-01,2116103.94
SAN MARTIN,2024-10-01,1744382.46
SAN MARTIN,2024-11-01,1820337.48
SAN MARTIN,2024-12-01,2416428.16
SAN MARTIN,2025-01-01,1209993.98
SAN MARTIN,2025-02-01,1530759.3399999999
SAN MARTIN,2025-03-01,2000790.81
SAN MARTIN,2025-04-01,1765321.8
SAN MARTIN,2025-05-01,2098280.42
SAN MARTIN,2025-06-01,1833794.78
SAN MARTIN,2025-07-01,1878051.83
SAN MARTIN,2025-08-01,1778715.82
TACNA,2019-01-01,124998.0
TACNA,2019-02-01,600669.78
TACNA,2019-03-01,530873.28
TACNA,2019-04-01,559757.82
TACNA,2019-05-01,796811.19
TACNA,2019-06-01,792161.49
TACNA,2019-07-01,992417.26
TACNA,2019-08-01,628799.34
TACNA,2019-09-01,1002045.65
TACNA,2019-10-01,940086.11
TACNA,2019-11-01,920576.03
TACNA,2019-12-01,1774596.18
TACNA,2020-01-01,483168.47
TACNA,2020-02-01,939431.34
TACNA,2020-03-01,980430.39
TACNA,2020-04-01,893927.72
TACNA,2020-05-01,1001633.75
TACNA,2020-06-01,950351.44
TACNA,2020-07-01,1287728.28
TACNA,2020-08-01,835192.97
TACNA,2020-09-01,1782538.22
TACNA,2020-10-01,1644465.36
TACNA,2020-11-01,1330517.25
TACNA,2020-12-01,2859869.41
TACNA,2021-01-01,592309.21
TACNA,2021-02-01,1169810.95
TACNA,2021-03-01,1939395.28
TACNA,2021-04-01,1685512.92
TACNA,2021-05-01,1742717.57
TACNA,2021-06-01,1945735.99
TACNA,2021-07-01,3020772.2399999998
TACNA,2021-08-01,2071413.03
TACNA,2021-09-01,1535215.08
TACNA,2021-10-01,2549590.2
TACNA,2021-11-01,2544103.02
TACNA,2021-12-01,3733161.42
TACNA,2022-01-01,728665.08
TACNA,2022-02-01,2886040.06
TACNA,2022-03-01,3324821.4
TACNA,2022-04-01,2190749.9899999998
TACNA,2022-05-01,1937686.01
TACNA,2022-06-01,1968041.95
TACNA,2022-07-01,2337028.56
TACNA,2022-08-01,2155503.63
TACNA,2022-09-01,1469866.94
TACNA,2022-10-01,2505463.0
TACNA,2022-11-01,2081364.37
TACNA,2022-12-01,3921809.89
TACNA,2023-01-01,622724.1
TACNA,2023-02-01,976205.44
TACNA,2023-03-01,1700236.8800000001
TACNA,2023-04-01,1864100.72
TACNA,2023-05-01,1519393.18
TACNA,2023-06-01,1908666.0
TACNA,2023-07-01,2595392.98
TACNA,2023-08-01,2201230.35
TACNA,2023-09-01,2536956.13
TACNA,2023-10-01,2319992.12
TACNA,2023-11-01,1526460.73
TACNA,2023-12-01,4308933.4
TACNA,2024-01-01,696864.5700000001
TACNA,2024-02-01,1926370.28
TACNA,2024-03-01,2720627.82
TACNA,2024-04-01,2678981.95
TACNA,2024-05-01,2280847.3
TACNA,2024-06-01,7601539.29
TACNA,2024-07-01,3567828.73
TACNA,2024-08-01,2607361.32
TACNA,2024-09-01,4303349.85
TACNA,2024-10-01,4359974.04
TACNA,2024-11-01,2620677.58
TACNA,2024-12-01,5826152.53
TACNA,2025-01-01,1051330.28
TACNA,2025-02-01,1923002.69
TACNA,2025-03-01,3910865.36
TACNA,2025-04-01,3401795.57
TACNA,2025-06-01,3867435.24
TACNA,2025-07-01,4173091.48
TACNA,2025-08-01,8495594.1
TUMBES,2019-01-01,266840.99
TUMBES,2019-02-01,400853.63
TUMBES,2019-03-01,574584.83
TUMBES,2019-04-01,478987.64
TUMBES,2019-05-01,570444.39
TUMBES,2019-06-01,568260.24
TUMBES,2019-07-01,785130.14
TUMBES,2019-08-01,512622.92
TUMBES,2019-09-01,558329.67
TUMBES,2019-10-01,626202.59
TUMBES,2019-11-01,568389.22
TUMBES,2019-12-01,869220.62
TUMBES,2020-01-01,424033.83
TUMBES,2020-02-01,394698.88
TUMBES,2020-03-01,643971.55
TUMBES,2020-04-01,373575.79
TUMBES,2020-05-01,497020.72000000003
TUMBES,2020-06-01,407636.19
TUMBES,2020-07-01,588107.6900000001
TUMBES,2020-08-01,441705.99
TUMBES,2020-09-01,676804.88
TUMBES,2020-10-01,770864.0
TUMBES,2020-11-01,910372.85
TUMBES,2020-12-01,3212496.2399999998
TUMBES,2021-01-01,1096163.08
TUMBES,2021-02-01,757562.15
TUMBES,2021-03-01,1190429.59
TUMBES,2021-04-01,2285702.0500000003
TUMBES,2021-05-01,1855788.13
TUMBES,2021-06-01,1474270.77
TUMBES,2021-07-01,792168.73
TUMBES,2021-08-01,1367524.47
TUMBES,2021-09-01,1109771.97
TUMBES,2021-10-01,1281346.71
TUMBES,2021-11-01,683732.32
TUMBES,2021-12-01,1615643.57
TUMBES,2022-01-01,461205.99
TUMBES,2022-02-01,551397.88
TUMBES,2022-03-01,709912.47
TUMBES,2022-04-01,948358.75
TUMBES,2022-05-01,851474.8099999999
TUMBES,2022-06-01,657164.84
TUMBES,2022-07-01,983184.4
TUMBES,2022-08-01,954839.8099999999
TUMBES,2022-09-01,749384.21
TUMBES,2022-10-01,944192.44
TUMBES,2022-11-01,946207.16
TUMBES,2022-12-01,911784.5900000001
TUMBES,2023-01-01,256178.85
TUMBES,2023-02-01,709826.98
TUMBES,2023-03-01,651147.55
TUMBES,2023-04-01,759790.45
TUMBES,2023-05-01,827441.87
TUMBES,2023-06-01,695819.58
TUMBES,2023-07-01,1199389.52
TUMBES,2023-08-01,727325.69
TUMBES,2023-09-01,568969.86
TUMBES,2023-10-01,797744.07
TUMBES,2023-11-01,801642.24
TUMBES,2023-12-01,1143509.1300000001
TUMBES,2024-01-01,554293.78
TUMBES,2024-02-01,579920.02
TUMBES,2024-03-01,718470.08
TUMBES,2024-04-01,1074483.42
TUMBES,2024-05-01,986400.9199999999
TUMBES,2024-06-01,1028745.31
TUMBES,2024-07-01,1168740.86
TUMBES,2024-08-01,969131.21
TUMBES,2024-09-01,790308.42
TUMBES,2024-10-01,920277.15
TUMBES,2024-11-01,1139073.36
TUMBES,2024-12-01,4947598.600000001
TUMBES,2025-01-01,739671.64
TUMBES,2025-02-01,4622346.5600000005
TUMBES,2025-03-01,838035.4
TUMBES,2025-05-01,1152559.49
TUMBES,2025-06-01,4903294.53
TUMBES,2025-07-01,4974497.09
TUMBES,2025-08-01,893893.5900000001
UCAYALI,2019-01-01,72166.28000000001
UCAYALI,2019-02-01,617881.0599999999
UCAYALI,2019-03-01,777921.36
UCAYALI,2019-04-01,542176.87
UCAYALI,2019-05-01,1094579.41
UCAYALI,2019-06-01,938127.97
UCAYALI,2019-07-01,815528.01
UCAYALI,2019-08-01,617425.74
UCAYALI,2019-09-01,456137.94
