DEPARTAMENTO,period,MONTO_DEVENGADO
HUANUCO,2022-01-01,621548.83
HUANUCO,2022-02-01,1008533.62
HUANUCO,2022-03-01,1239121.6
HUANUCO,2022-04-01,1304799.72
HUANUCO,2022-05-01,1602595.23
HUANUCO,2022-06-01,1292407.46
HUANUCO,2022-07-01,1722245.79
HUANUCO,2022-08-01,1200398.48
HUANUCO,2022-09-01,1073380.87
HUANUCO,2022-10-01,1107129.52
HUANUCO,2022-11-01,1361094.77
HUANUCO,2022-12-01,2011058.19
HUANUCO,2023-01-01,408165.83
HUANUCO,2023-02-01,1080409.15
HUANUCO,2023-03-01,1304563.18
HUANUCO,2023-04-01,1256891.28
HUANUCO,2023-05-01,1494473.71
HUANUCO,2023-06-01,1441027.68
HUANUCO,2023-07-01,1610891.7
HUANUCO,2023-08-01,1694790.71
HUANUCO,2023-09-01,1219693.3
HUANUCO,2023-10-01,1659605.86
HUANUCO,2023-11-01,1756530.09
HUANUCO,2023-12-01,4252159.88
HUANUCO,2024-01-01,616181.07
HUANUCO,2024-02-01,1928968.7
HUANUCO,2024-03-01,2201301.75
HUANUCO,2024-04-01,1943803.88
HUANUCO,2024-05-01,2850800.66
HUANUCO,2024-06-01,1561937.1600000001
HUANUCO,2024-07-01,1770901.59
HUANUCO,2024-08-01,1821176.09
HUANUCO,2024-09-01,1361903.35
HUANUCO,2024-10-01,2371531.73
HUANUCO,2024-11-01,1756463.16
HUANUCO,2024-12-01,3509640.32
HUANUCO,2025-01-01,905755.3
HUANUCO,2025-02-01,1443354.35
HUANUCO,2025-03-01,1825752.69
HUANUCO,2025-04-01,2250579.76
HUANUCO,2025-05-01,2344234.8
HUANUCO,2025-06-01,1799924.13
HUANUCO,2025-07-01,2399844.74
HUANUCO,2025-08-01,2577110.59
ICA,2019-01-01,469243.26
ICA,2019-02-01,1104671.9
ICA,2019-03-01,3050553.48
ICA,2019-04-01,1494900.79
ICA,2019-05-01,2015268.23
ICA,2019-06-01,1950724.2
ICA,2019-07-01,2365413.27
ICA,2019-08-01,1378028.4
ICA,2019-09-01,1990065.72
ICA,2019-10-01,1834223.2
ICA,2019-11-01,2026094.6
ICA,2019-12-01,2714305.74
ICA,2020-01-01,1480393.33
ICA,2020-02-01,1550379.3
ICA,2020-03-01,2039465.3
ICA,2020-04-01,1334975.07
ICA,2020-05-01,1725973.68
ICA,2020-06-01,1737874.23
ICA,2020-07-01,2423860.28
ICA,2020-08-01,1998813.32
ICA,2020-09-01,2756215.87
ICA,2020-10-01,2336160.26
ICA,2020-11-01,2271104.04
ICA,2020-12-01,3399948.83
ICA,2021-01-01,1406939.79
ICA,2021-02-01,1456199.46
ICA,2021-03-01,2693282.42
ICA,2021-04-01,2085084.9200000002
ICA,2021-05-01,2466753.44
ICA,2021-06-01,2157086.4899999998
ICA,2021-07-01,4507648.88
ICA,2021-08-01,2578986.5
ICA,2021-09-01,2843751.33
ICA,2021-10-01,2632090.96
ICA,2021-11-01,2791847.9899999998
ICA,2021-12-01,5077094.2
ICA,2022-01-01,1543292.46
ICA,2022-02-01,2811948.14
ICA,2022-03-01,3147269.49
ICA,2022-04-01,2871041.2600000002
ICA,2022-05-01,3231200.77
ICA,2022-06-01,2676100.4899999998
ICA,2022-07-01,3554492.6999999997
ICA,2022-08-01,3161947.41
ICA,2022-09-01,2780481.19
ICA,2022-10-01,3945888.85
ICA,2022-11-01,3229088.51
ICA,2022-12-01,4149163.57
ICA,2023-01-01,1404542.08
ICA,2023-02-01,2182702.15
ICA,2023-03-01,2942203.48
ICA,2023-04-01,2766924.28
ICA,2023-05-01,3061998.08
ICA,2023-06-01,3928006.73
ICA,2023-07-01,4086887.57
ICA,2023-08-01,4220753.37
ICA,2023-09-01,3067137.98
ICA,2023-10-01,3429531.04
ICA,2023-11-01,4623135.78
ICA,2023-12-01,9028165.790000001
ICA,2024-01-01,2299025.64
ICA,2024-02-01,4350276.96
ICA,2024-03-01,6801428.17
ICA,2024-04-01,4440170.27
ICA,2024-05-01,6272775.53
ICA,2024-06-01,4241681.1
ICA,2024-07-01,5367230.35
ICA,2024-08-01,3681054.42
ICA,2024-09-01,3497024.71
ICA,2024-10-01,3947909.23
ICA,2024-11-01,5938423.86
ICA,2024-12-01,6959521.91
ICA,2025-01-01,2511382.96
ICA,2025-02-01,3210114.55
ICA,2025-03-01,3650741.2
ICA,2025-04-01,3663267.5500000003
ICA,2025-05-01,4784764.41
ICA,2025-06-01,3841073.17
ICA,2025-07-01,4635661.98
ICA,2025-08-01,4399743.13
JUNIN,2019-01-01,339126.65
JUNIN,2019-02-01,888172.4400000001
JUNIN,2019-03-01,1195282.22
JUNIN,2019-04-01,1671686.0
JUNIN,2019-05-01,1354693.31
JUNIN,2019-06-01,1173542.57
JUNIN,2019-07-01,1572634.17
JUNIN,2019-08-01,1741326.8499999999
JUNIN,2019-09-01,3444035.85
JUNIN,2019-10-01,2145780.2199999997
JUNIN,2019-11-01,2136310.83
JUNIN,2019-12-01,4449385.08
JUNIN,2020-01-01,1531666.44
JUNIN,2020-02-01,1009820.79
JUNIN,2020-03-01,1264528.79
JUNIN,2020-04-01,1087088.42
JUNIN,2020-05-01,2391987.16
JUNIN,2020-06-01,1243536.6500000001
JUNIN,2020-07-01,2172327.7399999998
JUNIN,2020-08-01,2006796.6300000001
JUNIN,2020-09-01,1602665.65
JUNIN,2020-10-01,2793600.59
JUNIN,2020-11-01,1738754.99
JUNIN,2020-12-01,4789748.04
JUNIN,2021-01-01,723497.14
JUNIN,2021-02-01,1542653.09
JUNIN,2021-03-01,1397280.3699999999
JUNIN,2021-04-01,1366447.5
JUNIN,2021-05-01,1567322.02
JUNIN,2021-06-01,1520583.76
JUNIN,2021-07-01,2303571.67
JUNIN,2021-08-01,2319094.77
JUNIN,2021-09-01,2993365.64
JUNIN,2021-10-01,1807229.4000000001
JUNIN,2021-11-01,1883336.02
JUNIN,2021-12-01,5453908.17
JUNIN,2022-01-01,1093321.0
JUNIN,2022-02-01,1378135.06
JUNIN,2022-03-01,2203814.73
JUNIN,2022-04-01,1850112.73
JUNIN,2022-05-01,2149073.86
JUNIN,2022-06-01,2041474.9
JUNIN,2022-07-01,2183995.62
JUNIN,2022-08-01,2063262.51
JUNIN,2022-09-01,1963295.56
JUNIN,2022-10-01,3122589.02
JUNIN,2022-11-01,2884670.58
JUNIN,2022-12-01,5256869.55
JUNIN,2023-01-01,855495.92
JUNIN,2023-02-01,1234486.94
JUNIN,2023-03-01,1876782.27
JUNIN,2023-04-01,2392687.75
JUNIN,2023-05-01,2390027.56
JUNIN,2023-06-01,2213609.64
JUNIN,2023-07-01,3045480.8
JUNIN,2023-08-01,2536370.54
JUNIN,2023-09-01,2628999.37
JUNIN,2023-10-01,2255541.31
JUNIN,2023-11-01,2707615.34
JUNIN,2023-12-01,4951557.04
JUNIN,2024-01-01,1112502.13
JUNIN,2024-02-01,1828208.91
JUNIN,2024-03-01,2391349.11
JUNIN,2024-04-01,2834910.17
JUNIN,2024-05-01,4068609.5
JUNIN,2024-06-01,3305126.97
JUNIN,2024-07-01,3486101.86
JUNIN,2024-08-01,3640861.81
JUNIN,2024-09-01,2677936.16
JUNIN,2024-10-01,4000347.47
JUNIN,2024-11-01,2995574.23
JUNIN,2024-12-01,7807331.31
JUNIN,2025-01-01,1734172.9
JUNIN,2025-02-01,2215968.9499999997
JUNIN,2025-03-01,2524302.6
JUNIN,2025-04-01,2663447.37
JUNIN,2025-05-01,4307845.09
JUNIN,2025-06-01,3213853.13
JUNIN,2025-07-01,4041332.72
JUNIN,2025-08-01,6565166.59
LA LIBERTAD,2019-01-01,2136145.17
LA LIBERTAD,2019-02-01,4268521.17
LA LIBERTAD,2019-03-01,4768702.76
LA LIBERTAD,2019-04-01,4619685.08
LA LIBERTAD,2019-05-01,5500503.01
LA LIBERTAD,2019-06-01,3898519.23
LA LIBERTAD,2019-07-01,7505936.03
LA LIBERTAD,2019-08-01,3851898.68
LA LIBERTAD,2019-09-01,3361063.37
LA LIBERTAD,2019-10-01,3695424.39
LA LIBERTAD,2019-11-01,6756099.94
LA LIBERTAD,2019-12-01,9501494.08
LA LIBERTAD,2020-01-01,3901205.29
LA LIBERTAD,2020-02-01,2323516.42
LA LIBERTAD,2020-03-01,4944509.21
LA LIBERTAD,2020-04-01,2047407.05
LA LIBERTAD,2020-05-01,2621766.45
LA LIBERTAD,2020-06-01,2219257.7
LA LIBERTAD,2020-07-01,2942909.89
LA LIBERTAD,2020-08-01,6672847.42
LA LIBERTAD,2020-09-01,3027153.11
LA LIBERTAD,2020-10-01,6028669.04
LA LIBERTAD,2020-11-01,5189853.36
LA LIBERTAD,2020-12-01,9828570.42
LA LIBERTAD,2021-01-01,1637537.48
LA LIBERTAD,2021-02-01,2874485.98
LA LIBERTAD,2021-03-01,3888888.19
LA LIBERTAD,2021-04-01,3787126.61
LA LIBERTAD,2021-05-01,2737692.45
LA LIBERTAD,2021-06-01,5063765.51
LA LIBERTAD,2021-07-01,4829399.61
LA LIBERTAD,2021-08-01,5011311.890000001
LA LIBERTAD,2021-09-01,5628115.99
LA LIBERTAD,2021-10-01,4635103.2
LA LIBERTAD,2021-11-01,4389984.37
LA LIBERTAD,2021-12-01,8727776.85
LA LIBERTAD,2022-01-01,1957244.19
LA LIBERTAD,2022-02-01,2949372.91
LA LIBERTAD,2022-03-01,5622458.2
LA LIBERTAD,2022-04-01,5062662.56
LA LIBERTAD,2022-05-01,4205167.57
LA LIBERTAD,2022-06-01,3741677.39
LA LIBERTAD,2022-07-01,4808633.94
LA LIBERTAD,2022-08-01,3522262.11
LA LIBERTAD,2022-09-01,4295842.46
LA LIBERTAD,2022-10-01,3681620.56
LA LIBERTAD,2022-11-01,4120390.77
LA LIBERTAD,2022-12-01,8083936.68
LA LIBERTAD,2023-01-01,1454790.22
LA LIBERTAD,2023-02-01,5759391.9399999995
LA LIBERTAD,2023-03-01,3696290.71
LA LIBERTAD,2023-04-01,3737763.73
LA LIBERTAD,2023-05-01,3942353.17
LA LIBERTAD,2023-06-01,3505625.87
LA LIBERTAD,2023-07-01,4622164.28
LA LIBERTAD,2023-08-01,4013297.01
LA LIBERTAD,2023-09-01,4322004.62
LA LIBERTAD,2023-10-01,3399862.69
LA LIBERTAD,2023-11-01,4035307.0500000003
LA LIBERTAD,2023-12-01,6438741.0200000005
LA LIBERTAD,2024-01-01,1844931.45
LA LIBERTAD,2024-02-01,3869715.74
LA LIBERTAD,2024-03-01,3772520.44
LA LIBERTAD,2024-04-01,3878882.91
LA LIBERTAD,2024-05-01,6158875.13
LA LIBERTAD,2024-06-01,3766231.2199999997
LA LIBERTAD,2024-07-01,5203106.28
LA LIBERTAD,2024-08-01,4240810.2
LA LIBERTAD,2024-09-01,4044346.34
LA LIBERTAD,2024-10-01,3989965.9499999997
LA LIBERTAD,2024-11-01,5490057.42
LA LIBERTAD,2024-12-01,7102377.6899999995
LA LIBERTAD,2025-01-01,2842797.58
LA LIBERTAD,2025-02-01,8939161.56
LA LIBERTAD,2025-03-01,4656459.64
LA LIBERTAD,2025-04-01,4097738.07
LA LIBERTAD,2025-05-01,8264391.2700000005
LA LIBERTAD,2025-06-01,5806396.27
LA LIBERTAD,2025-07-01,7555605.37
LA LIBERTAD,2025-08-01,5602383.4
LAMBAYEQUE,2019-01-01,728747.0399999999
LAMBAYEQUE,2019-02-01,588531.04
LAMBAYEQUE,2019-03-01,1439950.23
LAMBAYEQUE,2019-04-01,3300308.26
LAMBAYEQUE,2019-05-01,2208780.9
LAMBAYEQUE,2019-06-01,2359376.88
LAMBAYEQUE,2019-07-01,1314475.99
LAMBAYEQUE,2019-08-01,3221230.43
LAMBAYEQUE,2019-09-01,2300576.0
LAMBAYEQUE,2019-10-01,2491533.4299999997
LAMBAYEQUE,2019-11-01,2254327.36
LAMBAYEQUE,2019-12-01,2785036.39
LAMBAYEQUE,2020-01-01,1490971.16
LAMBAYEQUE,2020-02-01,1081905.46
LAMBAYEQUE,2020-03-01,1398195.1199999999
LAMBAYEQUE,2020-04-01,750812.84
LAMBAYEQUE,2020-05-01,1105131.73
LAMBAYEQUE,2020-06-01,806487.91
LAMBAYEQUE,2020-07-01,1409987.8
LAMBAYEQUE,2020-08-01,1158163.19
LAMBAYEQUE,2020-09-01,1467573.54
LAMBAYEQUE,2020-10-01,916760.22
LAMBAYEQUE,2020-11-01,2567706.9000000004
LAMBAYEQUE,2020-12-01,1817310.32
LAMBAYEQUE,2021-01-01,904410.67
LAMBAYEQUE,2021-02-01,1109164.12
LAMBAYEQUE,2021-03-01,3678040.16
LAMBAYEQUE,2021-04-01,1349729.42
LAMBAYEQUE,2021-05-01,1640297.7999999998
LAMBAYEQUE,2021-06-01,1303418.33
LAMBAYEQUE,2021-07-01,4671445.66
LAMBAYEQUE,2021-08-01,2912378.31
LAMBAYEQUE,2021-09-01,2173119.8
LAMBAYEQUE,2021-10-01,1417217.92
LAMBAYEQUE,2021-11-01,1920155.72
LAMBAYEQUE,2021-12-01,3033813.2
LAMBAYEQUE,2022-01-01,1037599.08
LAMBAYEQUE,2022-02-01,989655.13
LAMBAYEQUE,2022-03-01,1277676.59
LAMBAYEQUE,2022-04-01,1249920.76
LAMBAYEQUE,2022-05-01,1758017.64
LAMBAYEQUE,2022-06-01,1149122.79
LAMBAYEQUE,2022-07-01,2056780.09
LAMBAYEQUE,2022-08-01,1189515.33
LAMBAYEQUE,2022-09-01,1204407.1
LAMBAYEQUE,2022-10-01,1116182.46
LAMBAYEQUE,2022-11-01,1275687.08
LAMBAYEQUE,2022-12-01,1959070.78
LAMBAYEQUE,2023-01-01,382447.02
LAMBAYEQUE,2023-02-01,1154487.68
LAMBAYEQUE,2023-03-01,1561187.74
LAMBAYEQUE,2023-04-01,1259893.28
LAMBAYEQUE,2023-05-01,2058808.19
LAMBAYEQUE,2023-06-01,1652799.41
LAMBAYEQUE,2023-07-01,1965395.81
LAMBAYEQUE,2023-08-01,1691359.12
LAMBAYEQUE,2023-09-01,1782057.74
LAMBAYEQUE,2023-10-01,1480008.69
LAMBAYEQUE,2023-11-01,1459578.67
LAMBAYEQUE,2023-12-01,2594695.66
LAMBAYEQUE,2024-01-01,974141.06
LAMBAYEQUE,2024-02-01,941656.9
LAMBAYEQUE,2024-03-01,1350189.21
LAMBAYEQUE,2024-04-01,1640768.92
LAMBAYEQUE,2024-05-01,1528813.17
LAMBAYEQUE,2024-06-01,1635958.04
LAMBAYEQUE,2024-07-01,2552609.15
LAMBAYEQUE,2024-08-01,1608956.68
LAMBAYEQUE,2024-09-01,1704893.3
LAMBAYEQUE,2024-10-01,1881378.9000000001
LAMBAYEQUE,2024-11-01,1810010.58
LAMBAYEQUE,2025-01-01,1955122.31
LAMBAYEQUE,2025-02-01,1852221.82
LAMBAYEQUE,2025-03-01,4213134.6
LAMBAYEQUE,2025-04-01,5119970.6899999995
LAMBAYEQUE,2025-05-01,3996473.2600000002
LAMBAYEQUE,2025-06-01,5220201.56
LAMBAYEQUE,2025-07-01,7434166.24
LAMBAYEQUE,2025-08-01,4747930.47
LIMA METROPOLITANA,2019-01-01,13089132.05
LIMA METROPOLITANA,2019-02-01,29197193.47
LIMA METROPOLITANA,2019-03-01,28350762.92
LIMA METROPOLITANA,2019-04-01,41361207.65
LIMA METROPOLITANA,2019-05-01,32362494.34
LIMA METROPOLITANA,2019-06-01,39771066.85
LIMA METROPOLITANA,2019-07-01,39687856.58
LIMA METROPOLITANA,2019-08-01,31887437.28
LIMA METROPOLITANA,2019-09-01,34587154.26
LIMA METROPOLITANA,2019-10-01,34625756.15
LIMA METROPOLITANA,2019-11-01,31918081.61
LIMA METROPOLITANA,2019-12-01,60556142.019999996
LIMA METROPOLITANA,2020-01-01,22958266.87
LIMA METROPOLITANA,2020-02-01,38549094.54
LIMA METROPOLITANA,2020-03-01,35334479.2
LIMA METROPOLITANA,2020-04-01,24420447.4
LIMA METROPOLITANA,2020-05-01,37500445.45
LIMA METROPOLITANA,2020-06-01,32184560.57
LIMA METROPOLITANA,2020-07-01,37438785.65
LIMA METROPOLITANA,2020-08-01,36651395.09
LIMA METROPOLITANA,2020-09-01,34271743.87
LIMA METROPOLITANA,2020-10-01,42197936.33
LIMA METROPOLITANA,2020-11-01,39131598.05
LIMA METROPOLITANA,2020-12-01,58154302.08
LIMA METROPOLITANA,2021-01-01,30283091.62
LIMA METROPOLITANA,2021-02-01,38797022.99
LIMA METROPOLITANA,2021-03-01,40555488.11
LIMA METROPOLITANA,2021-04-01,37753638.01
LIMA METROPOLITANA,2021-05-01,41121551.56
LIMA METROPOLITANA,2021-06-01,37690370.5
LIMA METROPOLITANA,2021-07-01,49463929.36
LIMA METROPOLITANA,2021-08-01,36087359.46
LIMA METROPOLITANA,2021-09-01,41055098.19
LIMA METROPOLITANA,2021-10-01,39504923.92
LIMA METROPOLITANA,2021-11-01,43328406.01
LIMA METROPOLITANA,2021-12-01,65350038.04
LIMA METROPOLITANA,2022-01-01,23920751.57
LIMA METROPOLITANA,2022-02-01,37282463.24
LIMA METROPOLITANA,2022-03-01,46147115.08
LIMA METROPOLITANA,2022-04-01,39626254.73
LIMA METROPOLITANA,2022-05-01,42647698.96
LIMA METROPOLITANA,2022-06-01,39537174.69
LIMA METROPOLITANA,2022-07-01,45811679.97
LIMA METROPOLITANA,2022-08-01,38894337.32
LIMA METROPOLITANA,2022-09-01,45035653.46
LIMA METROPOLITANA,2022-10-01,41574937.67
LIMA METROPOLITANA,2022-11-01,44293115.57
LIMA METROPOLITANA,2022-12-01,56930212.72
LIMA METROPOLITANA,2023-01-01,19510052.73
LIMA METROPOLITANA,2023-02-01,38327436.6
LIMA METROPOLITANA,2023-03-01,41890627.26
LIMA METROPOLITANA,2023-04-01,38006565.35
LIMA METROPOLITANA,2023-05-01,43451177.199999996
LIMA METROPOLITANA,2023-06-01,51057213.77
LIMA METROPOLITANA,2023-07-01,46435656.17
LIMA METROPOLITANA,2023-08-01,47767316.58
LIMA METROPOLITANA,2023-09-01,42314996.28
LIMA METROPOLITANA,2023-10-01,44769408.6
LIMA METROPOLITANA,2023-11-01,45234886.51
LIMA METROPOLITANA,2023-12-01,114711348.63
LIMA METROPOLITANA,2024-01-01,29720455.81
LIMA METROPOLITANA,2024-02-01,51718120.690000005
LIMA METROPOLITANA,2024-03-01,50020776.91
LIMA METROPOLITANA,2024-04-01,51646296.77
LIMA METROPOLITANA,2024-05-01,55667542.690000005
LIMA METROPOLITANA,2024-06-01,54928741.18
LIMA METROPOLITANA,2024-07-01,60427526.72
LIMA METROPOLITANA,2024-08-01,54085402.69
LIMA METROPOLITANA,2024-09-01,63704488.78
LIMA METROPOLITANA,2024-10-01,80602046.46
LIMA METROPOLITANA,2024-11-01,77823696.12
LIMA METROPOLITANA,2024-12-01,136719493.17
LIMA METROPOLITANA,2025-01-01,38035123.03
LIMA METROPOLITANA,2025-02-01,67239622.73
LIMA METROPOLITANA,2025-03-01,78268118.42999999
LIMA METROPOLITANA,2025-04-01,62001708.71
LIMA METROPOLITANA,2025-05-01,73335771.17
LIMA METROPOLITANA,2025-06-01,55503065.11
LIMA METROPOLITANA,2025-07-01,76930063.0
LIMA METROPOLITANA,2025-08-01,59526835.77
LORETO,2019-01-01,256546.91999999998
LORETO,2019-02-01,383195.41000000003
LORETO,2019-03-01,1338213.46
LORETO,2019-04-01,1043060.79
LORETO,2019-05-01,977425.45
LORETO,2019-06-01,988488.92
LORETO,2019-07-01,1137865.9
LORETO,2019-08-01,864936.5800000001
LORETO,2019-09-01,1252933.6
LORETO,2019-10-01,819689.29
LORETO,2019-11-01,1311762.22
LORETO,2019-12-01,697359.87
LORETO,2020-01-01,1245186.73
LORETO,2020-02-01,782001.9
LORETO,2020-03-01,1954243.89
LORETO,2020-04-01,1228850.35
LORETO,2020-05-01,1505161.9100000001
LORETO,2020-06-01,2100088.19
LORETO,2020-07-01,1707594.02
LORETO,2020-08-01,1844815.91
LORETO,2020-09-01,1623518.83
LORETO,2020-10-01,1668085.86
LORETO,2020-11-01,6760826.96
LORETO,2020-12-01,181222.81999999998
LORETO,2021-01-01,1143275.3699999999
LORETO,2021-02-01,557998.47
LORETO,2021-03-01,2154774.22
LORETO,2021-04-01,1103912.73
LORETO,2021-05-01,1632285.27
LORETO,2021-06-01,1013937.72
LORETO,2021-07-01,1152621.18
LORETO,2021-08-01,1242736.63
LORETO,2021-09-01,1166228.78
LORETO,2021-10-01,1657630.65
LORETO,2021-11-01,1166380.21
LORETO,2021-12-01,1156654.37
LORETO,2022-01-01,1356633.79
LORETO,2022-02-01,758610.8300000001
LORETO,2022-03-01,2344788.29
LORETO,2022-04-01,1179170.75
LORETO,2022-05-01,1437408.3800000001
LORETO,2022-06-01,1068754.8800000001
LORETO,2022-07-01,1368223.51
LORETO,2022-08-01,1276525.44
LORETO,2022-09-01,1282842.27
LORETO,2022-10-01,1249636.97
LORETO,2022-11-01,1321525.5
LORETO,2022-12-01,2627821.7
LORETO,2023-01-01,836826.83
LORETO,2023-02-01,714973.02
LORETO,2023-03-01,1976612.8
LORETO,2023-04-01,2717564.87
LORETO,2023-05-01,1508987.1099999999
LORETO,2023-06-01,5008491.31
LORETO,2023-07-01,1748856.81
LORETO,2023-08-01,1800271.8900000001
LORETO,2023-09-01,1798759.33
LORETO,2023-10-01,1538500.07
LORETO,2023-11-01,1292374.54
LORETO,2023-12-01,2720498.7199999997
LORETO,2024-01-01,1343696.83
LORETO,2024-02-01,1162743.35
LORETO,2024-03-01,2692826.17
LORETO,2024-04-01,2113080.9
LORETO,2024-05-01,4141713.62
LORETO,2024-06-01,2158233.65
LORETO,2024-07-01,3009799.71
LORETO,2024-08-01,2826096.37
LORETO,2024-09-01,2676667.8600000003
LORETO,2024-10-01,3065406.62
LORETO,2024-11-01,2618904.19
LORETO,2024-12-01,3685139.67
LORETO,2025-01-01,1993760.21
LORETO,2025-02-01,1590079.25
LORETO,2025-03-01,3575026.37
LORETO,2025-04-01,2664236.27
LORETO,2025-05-01,3602773.92
LORETO,2025-06-01,3121397.36
LORETO,2025-07-01,3025169.44
LORETO,2025-08-01,3198942.87
MADRE DE DIOS,2019-01-01,80461.35
MADRE DE DIOS,2019-02-01,432260.0
MADRE DE DIOS,2019-03-01,333036.16
MADRE DE DIOS,2019-04-01,589309.5800000001
MADRE DE DIOS,2019-05-01,449368.62
MADRE DE DIOS,2019-06-01,419862.5
MADRE DE DIOS,2019-07-01,344549.86
MADRE DE DIOS,2019-08-01,264165.86
MADRE DE DIOS,2019-09-01,306640.74
MADRE DE DIOS,2019-10-01,197791.28
MADRE DE DIOS,2019-11-01,200043.78
MADRE DE DIOS,2019-12-01,339672.33999999997
MADRE DE DIOS,2020-01-01,117832.05
MADRE DE DIOS,2020-02-01,215152.03
MADRE DE DIOS,2020-03-01,426624.44999999995
MADRE DE DIOS,2020-04-01,121546.26000000001
MADRE DE DIOS,2020-05-01,188948.17
MADRE DE DIOS,2020-06-01,251436.85
MADRE DE DIOS,2020-07-01,426399.96
MADRE DE DIOS,2020-08-01,295718.08999999997
MADRE DE DIOS,2020-09-01,147919.04
MADRE DE DIOS,2020-10-01,207468.25
MADRE DE DIOS,2020-11-01,182077.9
MADRE DE DIOS,2020-12-01,323703.09
MADRE DE DIOS,2021-01-01,99553.98
MADRE DE DIOS,2021-02-01,160278.08
MADRE DE DIOS,2021-03-01,288809.88
MADRE DE DIOS,2021-04-01,268283.87
MADRE DE DIOS,2021-05-01,255214.05
MADRE DE DIOS,2021-06-01,352856.93
MADRE DE DIOS,2021-07-01,276956.53
MADRE DE DIOS,2021-08-01,217702.61000000002
MADRE DE DIOS,2021-09-01,178650.26
MADRE DE DIOS,2021-10-01,288820.20999999996
MADRE DE DIOS,2021-11-01,383105.43999999994
MADRE DE DIOS,2022-01-01,144945.68
MADRE DE DIOS,2022-02-01,390994.24
MADRE DE DIOS,2022-03-01,942957.57
MADRE DE DIOS,2022-04-01,471402.12
MADRE DE DIOS,2022-05-01,585344.48
MADRE DE DIOS,2022-06-01,305792.58
MADRE DE DIOS,2022-07-01,295111.18
MADRE DE DIOS,2022-08-01,500290.64
MADRE DE DIOS,2022-09-01,1817375.76
MADRE DE DIOS,2022-10-01,878214.9500000001
MADRE DE DIOS,2022-11-01,649257.34
MADRE DE DIOS,2022-12-01,2666951.79
MADRE DE DIOS,2023-01-01,22280.5
MADRE DE DIOS,2023-02-01,361652.57
MADRE DE DIOS,2023-03-01,288307.20999999996
MADRE DE DIOS,2023-04-01,357520.02
MADRE DE DIOS,2023-05-01,532511.84
MADRE DE DIOS,2023-06-01,451898.83
MADRE DE DIOS,2023-07-01,554162.19
MADRE DE DIOS,2023-08-01,609885.59
MADRE DE DIOS,2023-09-01,385960.89
MADRE DE DIOS,2023-10-01,851078.29
MADRE DE DIOS,2023-11-01,459011.23000000004
MADRE DE DIOS,2023-12-01,1708880.07
MADRE DE DIOS,2024-01-01,230790.53
MADRE DE DIOS,2024-02-01,319131.9
MADRE DE DIOS,2024-03-01,325462.35
MADRE DE DIOS,2024-04-01,669499.6799999999
MADRE DE DIOS,2024-05-01,381446.32
MADRE DE DIOS,2024-06-01,420434.15
MADRE DE DIOS,2024-07-01,481034.54
MADRE DE DIOS,2024-08-01,461130.84
MADRE DE DIOS,2024-09-01,768689.1
MADRE DE DIOS,2024-10-01,885332.03
MADRE DE DIOS,2024-11-01,1019148.4299999999
MADRE DE DIOS,2024-12-01,2156797.37
MADRE DE DIOS,2025-01-01,181261.28999999998
MADRE DE DIOS,2025-02-01,333303.52
MADRE DE DIOS,2025-03-01,605696.85
MADRE DE DIOS,2025-04-01,508069.24
MADRE DE DIOS,2025-05-01,646080.09
MADRE DE DIOS,2025-06-01,571821.34
MADRE DE DIOS,2025-07-01,480089.01
MADRE DE DIOS,2025-08-01,386903.52999999997
MOQUEGUA,2019-01-01,51067.21
MOQUEGUA,2019-02-01,83955.03
MOQUEGUA,2019-03-01,138728.71
MOQUEGUA,2019-04-01,230423.75
MOQUEGUA,2019-05-01,205208.97
MOQUEGUA,2019-06-01,130582.82
MOQUEGUA,2019-07-01,235804.09
MOQUEGUA,2019-08-01,211709.65
MOQUEGUA,2019-09-01,300782.99
MOQUEGUA,2019-10-01,231673.01
MOQUEGUA,2019-11-01,257358.3
MOQUEGUA,2019-12-01,511694.02999999997
MOQUEGUA,2020-01-01,77103.38
MOQUEGUA,2020-02-01,167566.21
MOQUEGUA,2020-03-01,158342.64
MOQUEGUA,2020-04-01,156275.5
MOQUEGUA,2020-05-01,103573.75
MOQUEGUA,2020-06-01,138692.59
MOQUEGUA,2020-07-01,184496.91999999998
MOQUEGUA,2020-08-01,206693.28999999998
MOQUEGUA,2020-09-01,200682.32
MOQUEGUA,2020-10-01,296037.44
MOQUEGUA,2020-11-01,520698.23
MOQUEGUA,2020-12-01,2206680.9
MOQUEGUA,2021-01-01,67531.11
MOQUEGUA,2021-02-01,215797.09999999998
MOQUEGUA,2021-03-01,384673.32
MOQUEGUA,2021-04-01,471413.47
MOQUEGUA,2021-05-01,449117.94999999995
MOQUEGUA,2021-06-01,505248.79
MOQUEGUA,2021-07-01,271498.92
MOQUEGUA,2021-08-01,255358.92
MOQUEGUA,2021-09-01,298077.32999999996
MOQUEGUA,2021-10-01,325979.85000000003
MOQUEGUA,2021-11-01,292740.85000000003
MOQUEGUA,2021-12-01,635621.3200000001
MOQUEGUA,2022-01-01,82522.86
MOQUEGUA,2022-02-01,654656.39
MOQUEGUA,2022-03-01,348980.71
MOQUEGUA,2022-04-01,309718.96
MOQUEGUA,2022-05-01,321333.47000000003
MOQUEGUA,2022-06-01,341178.24
MOQUEGUA,2022-07-01,319711.07
MOQUEGUA,2022-08-01,1320260.01
